0.000000000000000000e+00 1.809363765338651564e-01 2.527741492533919221e-01 2.352014790995369808e-01 1.778332819455513969e-01 4.524485565041479473e-01 
1.249999999999999809e-03 1.822502688663419912e-01 2.463471603877682159e-01 2.238882073048212018e-01 1.676887387785074846e-01 5.423676659310203707e-01 
2.499999999999999618e-03 1.825258193163294684e-01 2.386345638258380863e-01 2.121674065051540048e-01 1.595202639965883074e-01 6.271666196714262842e-01 
3.749999999999999428e-03 1.814549566620677068e-01 2.293327127981430180e-01 1.997280377573070753e-01 1.529520841051500712e-01 7.064018686345767684e-01 
4.999999999999999237e-03 1.788224457154048430e-01 2.184101856751073933e-01 1.866432410563753919e-01 1.478881157372087529e-01 7.774979293555875914e-01 
6.249999999999998612e-03 1.749028478730853264e-01 2.061362565878187003e-01 1.732259901369275767e-01 1.443341708789794842e-01 8.383042444065447185e-01 
7.499999999999998855e-03 1.699950146807572282e-01 1.929592050808376924e-01 1.598891031914982941e-01 1.423071455409592734e-01 8.871280158504285529e-01 
8.749999999999999098e-03 1.640651960608854876e-01 1.790823630067333305e-01 1.468384073805369672e-01 1.416585065901392049e-01 9.227733625311543841e-01 
9.999999999999998473e-03 1.567297010285662595e-01 1.643734743738110016e-01 1.340299053901859716e-01 1.420330848620633690e-01 9.445980151648400991e-01 
1.124999999999999785e-02 1.475169779545925375e-01 1.487241567611803650e-01 1.213589799150969206e-01 1.430027861046954674e-01 9.524849204486844911e-01 
1.249999999999999722e-02 1.366202739528190324e-01 1.325152145163976114e-01 1.090615379059741985e-01 1.443493433211889554e-01 9.467989779495913361e-01 
1.374999999999999833e-02 1.252144883261974706e-01 1.166398231172123406e-01 9.779204499849440679e-02 1.461795308141969341e-01 9.283128309376977860e-01 
1.499999999999999771e-02 1.139922981917142336e-01 1.019356144040616946e-01 8.815274035040748801e-02 1.486488801127088810e-01 8.981174093676901338e-01 
1.624999999999999709e-02 1.030113539990202692e-01 8.869784018794471536e-02 8.036623640068521479e-02 1.517712193577470670e-01 8.575881230569732949e-01 
1.749999999999999820e-02 9.201610769990720140e-02 7.679810058252871385e-02 7.437506407961255728e-02 1.554524226760107264e-01 8.083341257172393934e-01 
1.874999999999999584e-02 8.047573107361549738e-02 6.607379399667399900e-02 7.001960800771971083e-02 1.595667711112014608e-01 7.520882948265444901e-01 
1.999999999999999695e-02 6.886395303140623037e-02 5.700185038971530838e-02 6.759279860472247603e-02 1.642929908481357004e-01 6.906460751178824520e-01 
2.124999999999999806e-02 5.876113024685616915e-02 5.065861830560890178e-02 6.788025504570449620e-02 1.701659620403964956e-01 6.258462870134674505e-01 
2.249999999999999570e-02 5.106552833438717659e-02 4.786860743743490132e-02 7.148363315840404464e-02 1.776942080705480875e-01 5.595562617111304871e-01 
2.374999999999999681e-02 4.574253670913437653e-02 4.868642327673958214e-02 7.849658846669538281e-02 1.871645887913462591e-01 4.937225286717665806e-01 
2.499999999999999445e-02 4.218434451943526425e-02 5.272312419214848778e-02 8.871378064923941820e-02 1.987153379027805089e-01 4.303208912166252564e-01 
2.624999999999999556e-02 3.971117801595036578e-02 5.949011378001738126e-02 1.017789002386839670e-01 2.123623864699800690e-01 3.711989154256092882e-01 
2.749999999999999667e-02 3.872371123547014432e-02 6.918853307594127755e-02 1.177923967739020056e-01 2.283477170188458194e-01 3.179834155924020633e-01 
2.874999999999999431e-02 4.052621303072250630e-02 8.265197966950657560e-02 1.373389921892389509e-01 2.471706660696882663e-01 2.720540538834245736e-01 
2.999999999999999542e-02 4.597385617494755689e-02 1.004256493350021984e-01 1.607956267046815046e-01 2.692394174771655657e-01 2.345606573024989483e-01 
3.124999999999999653e-02 5.480268974068282228e-02 1.222491789958001507e-01 1.880253738680896236e-01 2.947071350484908869e-01 2.064583933317667430e-01 
3.249999999999999417e-02 6.589564761762795042e-02 1.473939082484413965e-01 2.185693261621899086e-01 3.234985142768767030e-01 1.884000146898533457e-01 
3.374999999999999528e-02 7.837734290060871523e-02 1.751072406686078609e-01 2.518505068230163513e-01 3.553750036157063974e-01 1.805400969506876507e-01 
3.499999999999999639e-02 9.253376572117406884e-02 2.053054731406031841e-01 2.876935395110762905e-01 3.902092340876074927e-01 1.824173158301950204e-01 
3.624999999999999750e-02 1.091720625354710011e-01 2.384353283950368663e-01 3.262952418581360203e-01 4.279776585723069071e-01 1.930092750593002671e-01 
3.749999999999999167e-02 1.289937892364683703e-01 2.747762985899919741e-01 3.677237198177777944e-01 4.685552079562466665e-01 2.109132813765052517e-01 
3.874999999999999278e-02 1.515737461274102582e-01 3.137786966530771715e-01 4.115039179469276442e-01 5.115292316003451356e-01 2.345166713314895679e-01 
3.999999999999999389e-02 1.753620427196299070e-01 3.543486893719529629e-01 4.567718516071187507e-01 5.561734524570591809e-01 2.619750060442344042e-01 
4.124999999999999500e-02 1.992299605076026381e-01 3.955109346856429675e-01 5.026550036761574525e-01 6.016332717701973198e-01 2.911494343383520533e-01 
4.249999999999999611e-02 2.233864876637095265e-01 4.368953889265296264e-01 5.486009488871134154e-01 6.471105626758325569e-01 3.196040898955750942e-01 
4.374999999999999029e-02 2.481519268771210651e-01 4.785393285988600032e-01 5.943157842135990965e-01 6.918295287290493478e-01 3.447820447524804210e-01 
4.499999999999999140e-02 2.741571420096400313e-01 5.204646845468821059e-01 6.395160363163955308e-01 7.350505288672244397e-01 3.643753652445643199e-01 
4.624999999999999251e-02 3.008981411329348377e-01 5.619529677978756244e-01 6.834687419968856759e-01 7.758662857431947169e-01 3.765454556940772690e-01 
