  8.859965E+00   1.442043E+01   1.566988E+01   1.928339E+01   2.309991E+01  -1.487250E-02  -1.093680E-01  -1.192584E-01  -1.348121E-02   8.799343E-01   2.500000E+01
  8.761717E+00   1.431327E+01   1.562108E+01   1.977074E+01   2.306182E+01  -4.420294E-02  -1.448652E-01  -1.628376E-01  -7.395963E-02   9.412658E-01   2.500125E+01
  8.663230E+00   1.420762E+01   1.558325E+01   2.027070E+01   2.300035E+01  -7.359816E-02  -1.834964E-01  -2.107983E-01  -1.363986E-01   9.748734E-01   2.500250E+01
  8.566304E+00   1.410674E+01   1.555866E+01   2.074834E+01   2.292271E+01  -1.028968E-01  -2.246543E-01  -2.619441E-01  -1.965697E-01   9.722431E-01   2.500375E+01
  8.473181E+00   1.401402E+01   1.554816E+01   2.116554E+01   2.283623E+01  -1.317681E-01  -2.673964E-01  -3.146641E-01  -2.497427E-01   9.262772E-01   2.500500E+01
  8.386304E+00   1.393257E+01   1.555083E+01   2.148638E+01   2.274807E+01  -1.597307E-01  -3.104892E-01  -3.669860E-01  -2.911932E-01   8.323289E-01   2.500625E+01
  8.308036E+00   1.386474E+01   1.556394E+01   2.168231E+01   2.266517E+01  -1.861843E-01  -3.524743E-01  -4.166742E-01  -3.167625E-01   6.891358E-01   2.500750E+01
  8.240361E+00   1.381181E+01   1.558334E+01   2.173599E+01   2.259420E+01  -2.104474E-01  -3.917491E-01  -4.613659E-01  -3.233725E-01   4.994813E-01   2.500875E+01
  8.184637E+00   1.377377E+01   1.560407E+01   2.164324E+01   2.254170E+01  -2.318019E-01  -4.266603E-01  -4.987344E-01  -3.094292E-01   2.704521E-01   2.501000E+01
  8.141442E+00   1.374936E+01   1.562108E+01   2.141288E+01   2.251408E+01  -2.495374E-01  -4.555993E-01  -5.266572E-01  -2.750541E-01   1.321833E-02   2.501125E+01
  8.110541E+00   1.373621E+01   1.562994E+01   2.106485E+01   2.251747E+01  -2.629984E-01  -4.771013E-01  -5.433740E-01  -2.221154E-01  -2.576546E-01   2.501250E+01
  8.090967E+00   1.373127E+01   1.562733E+01   2.062727E+01   2.255731E+01  -2.716297E-01  -4.899378E-01  -5.476146E-01  -1.540254E-01  -5.252877E-01   2.501375E+01
  8.081205E+00   1.373117E+01   1.561138E+01   2.013268E+01   2.263766E+01  -2.750156E-01  -4.931949E-01  -5.386810E-01  -7.530199E-02  -7.718384E-01   2.501500E+01
  8.079421E+00   1.373268E+01   1.558169E+01   1.961441E+01   2.276020E+01  -2.729084E-01  -4.863284E-01  -5.164770E-01   9.064887E-03  -9.799623E-01   2.501625E+01
  8.083698E+00   1.373309E+01   1.553927E+01   1.910322E+01   2.292331E+01  -2.652422E-01  -4.691890E-01  -4.814848E-01   9.433279E-02  -1.134227E+00   2.501750E+01
  8.092237E+00   1.373037E+01   1.548624E+01   1.862476E+01   2.312119E+01  -2.521317E-01  -4.420181E-01  -4.346992E-01   1.766497E-01  -1.222326E+00   2.501875E+01
  8.103480E+00   1.372337E+01   1.542548E+01   1.819807E+01   2.334363E+01  -2.338598E-01  -4.054201E-01  -3.775358E-01   2.534487E-01  -1.235977E+00   2.502000E+01
  8.116171E+00   1.371166E+01   1.536028E+01   1.783508E+01   2.357628E+01  -2.108608E-01  -3.603217E-01  -3.117363E-01   3.234911E-01  -1.171429E+00   2.502125E+01
  8.129337E+00   1.369548E+01   1.529390E+01   1.754108E+01   2.380168E+01  -1.837051E-01  -3.079317E-01  -2.392894E-01   3.865550E-01  -1.029563E+00   2.502250E+01
  8.142226E+00   1.367545E+01   1.522929E+01   1.731582E+01   2.400089E+01  -1.530919E-01  -2.497098E-01  -1.623802E-01   4.428874E-01  -8.156426E-01   2.502375E+01
  8.154229E+00   1.365242E+01   1.516882E+01   1.715482E+01   2.415555E+01  -1.198485E-01  -1.873448E-01  -8.336513E-02   4.925985E-01  -5.387895E-01   2.502500E+01
  8.164810E+00   1.362723E+01   1.511419E+01   1.705075E+01   2.425005E+01  -8.493367E-02  -1.227398E-01  -4.759140E-03   5.351763E-01  -2.113123E-01   2.502625E+01
  8.173473E+00   1.360066E+01   1.506638E+01   1.699472E+01   2.427356E+01  -4.943452E-02  -5.798823E-02   7.078534E-02   5.692395E-01   1.520253E-01   2.502750E+01
  8.179768E+00   1.357334E+01   1.502570E+01   1.697722E+01   2.422160E+01  -1.454978E-02   4.672398E-03   1.405305E-01   5.925704E-01   5.347456E-01   2.502875E+01
  8.183326E+00   1.354576E+01   1.499197E+01   1.698904E+01   2.409683E+01   1.845413E-02   6.294447E-02   2.017636E-01   6.024113E-01   9.194121E-01   2.503000E+01
  8.183922E+00   1.351837E+01   1.496467E+01   1.702182E+01   2.390907E+01   4.831606E-02   1.145963E-01   2.519675E-01   5.959542E-01   1.288439E+00   2.503125E+01
  8.181545E+00   1.349161E+01   1.494312E+01   1.706865E+01   2.367430E+01   7.388228E-02   1.576306E-01   2.890367E-01   5.709362E-01   1.624990E+00   2.503250E+01
  8.176458E+00   1.346606E+01   1.492672E+01   1.712433E+01   2.341296E+01   9.422675E-02   1.904803E-01   3.115232E-01   5.262433E-01   1.913977E+00   2.503375E+01
  8.169240E+00   1.344244E+01   1.491508E+01   1.718552E+01   2.314761E+01   1.087690E-01   2.121925E-01   3.188650E-01   4.624438E-01   2.143070E+00   2.503500E+01
  8.160805E+00   1.342174E+01   1.490823E+01   1.725076E+01   2.290053E+01   1.173714E-01   2.225804E-01   3.115589E-01   3.821545E-01   2.303619E+00   2.503625E+01
  8.152394E+00   1.340520E+01   1.490673E+01   1.732023E+01   2.269155E+01   1.203913E-01   2.223049E-01   2.912294E-01   2.901541E-01   2.391326E+00   2.503750E+01
  8.145536E+00   1.339432E+01   1.491175E+01   1.739547E+01   2.253647E+01   1.186802E-01   2.128708E-01   2.605795E-01   1.931632E-01   2.406546E+00   2.503875E+01
  8.141991E+00   1.339088E+01   1.492506E+01   1.747891E+01   2.244635E+01   1.135194E-01   1.965259E-01   2.232099E-01   9.931922E-02   2.354153E+00   2.504000E+01
  8.143664E+00   1.339681E+01   1.494893E+01   1.757342E+01   2.242744E+01   1.065108E-01   1.760853E-01   1.833441E-01   1.739011E-02   2.242994E+00   2.504125E+01
  8.152481E+00   1.341414E+01   1.498599E+01   1.768198E+01   2.248154E+01   9.942096E-02   1.546849E-01   1.454726E-01  -4.413048E-02   2.084994E+00   2.504250E+01
  8.170229E+00   1.344486E+01   1.503897E+01   1.780749E+01   2.260653E+01   9.403166E-02   1.355363E-01   1.140109E-01  -7.796212E-02   1.894051E+00   2.504375E+01
  8.198412E+00   1.349071E+01   1.511045E+01   1.795291E+01   2.279657E+01   9.197780E-02   1.216666E-01   9.295704E-02  -7.878862E-02   1.684826E+00   2.504500E+01
  8.238098E+00   1.355305E+01   1.520256E+01   1.812073E+01   2.304215E+01   9.462276E-02   1.157106E-01   8.563311E-02  -4.340247E-02   1.471565E+00   2.504625E+01
  8.289820E+00   1.363270E+01   1.531681E+01   1.831394E+01   2.332986E+01   1.029434E-01   1.197266E-01   9.447122E-02   2.865421E-02   1.267021E+00   2.504750E+01
  8.353513E+00   1.372985E+01   1.545390E+01   1.853583E+01   2.364243E+01   1.175016E-01   1.351228E-01   1.209432E-01   1.355430E-01   1.081619E+00   2.504875E+01
  8.428551E+00   1.384405E+01   1.561373E+01   1.879024E+01   2.395926E+01   1.384014E-01   1.625783E-01   1.654854E-01   2.731440E-01   9.229249E-01   2.505000E+01
